variavel: Total;;;;;;;;;;;;
caminho: /Educação/Ensino Médio/Taxa de Abandono/Total;;;;;;;;;;;;
fonte: Instituto Nacional de Estudos e Pesquisas Educacionais.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Bom Progresso;4302378;-27,53989999999;-53,8716;13;1,8;6,7;9,8;7,9;6,7;6,8;0,6;18,7
Bom Retiro do Sul;4302402;-29,60859999999;-51,94639999999;16,9;11,1;14,3;12,4;14,3;18,1;11,9;0,8;9,6
Boqueirão do Leão;4302451;-29,3046;-52,4284;10,4;14,2;9,1;10,9;6,3;6,9;6,8;0,7;14,2
Bossoroca;4302501;-28,72909999999;-54,9035;26;25,8;18,7;15,4;11,3;12,8;1;2,2;2,6
Bozano;4302584;-28,36746;-53,77223999999;0;1,2;-;10;5,6;3,9;7,7;2,2;2,7
Braga;4302600;-27,6173;-53,74049999999;13,9;15;10;5,9;8,2;6,6;2,2;0;8,4
Brochier;4302659;-29,5501;-51,59449999999;12,4;12;4,9;2,3;5,2;5;7,1;1,2;14,3
Butiá;4302709;-30,11789999999;-51,96009999999;15;17,4;14,3;9,7;9,4;8;6,5;0,5;11,7
Caçapava do Sul;4302808;-30,51439999999;-53,4827;9,1;11,7;11;10,7;5,5;5,2;3,5;1,2;1,6
Cacequi;4302907;-29,8883;-54,822;8,1;12,4;12,6;9,5;10,2;10,9;3,8;0,5;5,6
Cachoeira do Sul;4303004;-30,033;-52,8928;9,9;7,9;11,4;8,6;5;6,1;4,6;0,8;6,6
Cachoeirinha;4303103;-29,94719999999;-51,10159999999;10,2;1,8;11,3;9,2;6;6,5;3,9;1,3;6,6
Cacique Doble;4303202;-27,76699999999;-51,6597;4,1;0,6;0,6;1,8;7,3;3,5;7,5;0,7;0
Caibaté;4303301;-28,2905;-54,6454;7,5;2,9;12,5;7,3;7;4,3;7,6;0,8;5,3
Caiçara;4303400;-27,2791;-53,42569999999;3;6;1,9;4,2;3,2;2,1;6;1,1;4,7
Camaquã;4303509;-30,8489;-51,80429999999;10,1;8,3;13,4;8,8;2,1;6,7;3,5;1,1;1,7
Camargo;4303558;-28,588;-52,20029999999;3,3;3,2;-;-;3,4;6,9;5;1,9;10,7
Cambará do Sul;4303608;-29,0474;-50,1465;14,8;12,6;10,5;7,9;7,3;15,3;6,6;0,3;17,6
Campestre da Serra;4303673;-28,7926;-51,09409999999;1,7;2,5;13;5,1;4,8;6,8;5,6;1,3;7,8
Campina das Missões;4303707;-27,9888;-54,8417;0,9;3;0,9;2,4;0;1,4;0,6;0;4,3
Campinas do Sul;4303806;-27,7174;-52,6248;4,7;4,5;7,1;2,4;3,3;6,4;4,4;0;10,8
Campo Bom;4303905;-29,6747;-51,0606;16,2;14,2;14,8;17,1;9;8,2;4,6;0,5;6,5
Campo Novo;4304002;-27,6792;-53,80519999999;15,9;1,6;13,7;19,3;15,3;8,8;9,5;1,4;15,3
Campos Borges;4304101;-28,8871;-53,00079999999;14,6;6,4;15,8;8,1;6,3;4,9;9,5;0;3,4
Candelária;4304200;-29,66839999999;-52,78949999999;4,5;7,5;8,9;7,7;6,8;7,1;6,4;2,4;4
Cândido Godói;4304309;-27,95149999999;-54,7517;5;3;2;4,3;4;2,9;3,1;0,6;5,7
Candiota;4304358;-31,5515;-53,6773;8,2;6,4;12;19,3;14,1;10,5;6,3;0,4;6,9
Canela;4304408;-29,356;-50,8119;10,7;12,5;13,7;14,7;13,4;9,1;3,2;1,4;13
Canguçu;4304507;-31,396;-52,67819999999;12,8;1,3;15;3,6;8,1;3,3;4,8;1;5
Canoas;4304606;-29,9128;-51,18569999999;12;1,9;14;12,3;6,3;6,8;5,8;1,7;7,6
Canudos do Vale;4304614;-29,3187;-52,23449999999;13,5;4,5;2,4;5,5;0;0;9;1;5
Capão Bonito do Sul;4304622;-29,76419999999;-50,02819999999;7,5;9,7;4,8;2,7;4,2;1,8;9,6;0;10
Capão da Canoa;4304630;-29,6397;-49,95989999999;18,4;9,4;17,3;7,4;2,7;1,4;5,4;0,9;8,5
Capão do Cipó;4304655;-28,904;-54,7;3,6;3;1,5;4,4;12,4;4,6;8,2;1,1;0
Capão do Leão;4304663;-31,75649999999;-52,4889;26,3;28;38,7;18,7;18,7;22,6;18,6;1;20,2
Capela de Santana;4304689;-29,6961;-51,328;16,2;2,4;23,3;17,1;22,1;12,3;10,6;2,5;8
Capitão;4304697;-29,26739999999;-51,9853;8,8;5,2;5;5,5;1,9;5,7;7,4;1,4;6,7
Capivari do Sul;4304671;-30,1382;-50,51509999999;12,5;3;14,3;4,6;11,8;1,8;7,7;0;10
Caraá;4304713;-29,78689999999;-50,4316;11,4;12,7;4,5;4,6;9,7;4,5;5,2;4;8,7
Carazinho;4304705;-28,2958;-52,7933;9;13,1;14,4;10,1;7,1;12,3;7,3;0,9;9,3
Carlos Barbosa;4304804;-29,2969;-51,50289999999;5,7;4,9;3,6;6,7;3,5;2,6;3,4;0,1;3
Carlos Gomes;4304853;-27,71669999999;-51,9121;1,2;8;-;3,9;8,6;5;4,5;0;2
Casca;4304903;-28,5605;-51,98149999999;3,1;1,5;4,9;5,3;3,4;2,1;4,8;0,2;5,6
Caseiros;4304952;-28,25819999999;-51,6861;2,6;2,7;5,1;4,2;1,9;0,9;4,9;1,8;3,4
Catuípe;4305009;-28,2554;-54,01319999999;15,9;7,6;12,6;8;16,1;15;13,2;2,6;17,5
Caxias do Sul;4305108;-29,1629;-51,1792;11,1;8;10,1;9,6;5,9;5,3;4,6;0,6;4,6
Centenário;4305116;-27,7616;-51,99839999999;2,9;1,9;8,2;3,1;3,2;3,8;8,7;0;0
Cerrito;4305124;-31,84189999999;-52,8004;5,5;3;7,3;10,8;11,2;12;14,6;0,2;0
Cerro Branco;4305132;-29,657;-52,9406;6,7;4,7;3,1;10,5;4,6;3,5;5,6;1;6,8
Cerro Grande;4305157;-27,6106;-53,1672;6,4;12,9;18,9;15,9;4,8;3,7;0;0,3;14,3
Cerro Grande do Sul;4305173;-30,59049999999;-51,74179999999;19,8;1,1;6,8;13,7;10,2;4,7;7,4;0,2;1,1
Cerro Largo;4305207;-28,1462;-54,7428;6,1;4;1,6;11,7;5,1;4,2;5,7;0,2;13,6
Chapada;4305306;-28,0559;-53,06649999999;11;7,5;9,8;4,4;5,7;12,1;12,1;1,9;5,1
Charqueadas;4305355;-29,9625;-51,6289;5,7;5,2;3,5;3;2,6;5,1;0,7;0,1;3,1
Charrua;4305371;-27,9493;-52,015;12,2;25;12,3;15,2;18,2;5,9;14,9;4,5;20,8
Chiapetta;4305405;-27,92299999999;-53,94189999999;0,8;1,6;5,8;2,6;0;0;6,3;0,3;17,3
Chuí;4305439;-33,68659999999;-53,4594;20,1;34,8;17,2;3,9;29,5;18,7;12,5;0,9;9,4
Chuvisca;4305447;-30,75039999999;-51,9737;15,9;8,5;7,9;5,7;1,7;3;0;0,1;0
Cidreira;4305454;-30,16039999999;-50,2338;14;15;10,2;4,5;7,9;8,2;8,8;3,4;3,5
Ciríaco;4305504;-28,34189999999;-51,87409999999;1,1;1,7;2,7;2,9;2,8;2,4;3,5;0,3;8,6
Colinas;4305587;-29,38149999999;-51,8526;14,9;13;5,8;-;6,9;7,4;4;0,3;7,3
Colorado;4305603;-28,5258;-52,9928;7;9,2;9,2;18,4;17,5;6;10,1;0,3;0
Condor;4305702;-28,2075;-53,49049999999;9,4;19,6;9,5;9,6;1,6;7,5;10,8;0,6;12,4
Constantina;4305801;-27,73199999999;-52,9938;14,1;12,2;4,7;0,3;3,8;6,1;3,6;0,2;2,5
Coqueiro Baixo;4305835;-29,1722;-52,0989;8,7;-;4;3,7;0;7;5,6;0,7;0
Coqueiros do Sul;4305850;-28,11939999999;-52,78419999999;6,3;3,2;1;8,9;0;15,8;6,9;0;11,4
Coronel Barros;4305871;-28,39219999999;-54,0686;1,4;4,1;14,4;1,2;13,1;13;12,5;0,8;0
Coronel Bicaco;4305900;-27,7197;-53,70219999999;20,2;19,1;15;10,2;24,1;26,9;17,4;1,4;16,5
Coronel Pilar;4305934;-29,2684;-51,68789999999;4;2,6;-;2;2,4;0;0;0;0
Cotiporã;4305959;-28,9891;-51,69709999999;8,2;4;2,6;4,7;2,6;0;1,3;0,6;0
Coxilha;4305975;-28,128;-52,3023;7,1;6,2;3;4,4;10,6;9,4;8;0;18,4
Crissiumal;4306007;-27,4999;-54,0994;14,7;9,1;7,7;5,3;6,3;5,5;4;0,4;7,6
Cristal;4306056;-31,0046;-52,04359999999;14;9,6;11,1;19,4;10,1;6,9;4,8;1;1,1
Cristal do Sul;4306072;-27,452;-53,24219999999;13,8;22;16,3;12;10,3;3,7;1,8;0;1,2
Cruz Alta;4306106;-28,645;-53,60479999999;10,9;11,3;10,1;8,2;7,8;5,1;8,2;0,8;8,3
Cruzaltense;4306130;-27,6644;-52,6492;13,4;7,9;1,1;-;5;0;0;0;0
Cruzeiro do Sul;4306205;-29,5148;-51,9928;13,8;1,3;10,8;12,5;11,3;13,1;18,4;1,8;11,9
David Canabarro;4306304;-28,38489999999;-51,84819999999;5,6;3,5;4,3;2,4;1,9;1,4;4,7;0,9;0
Derrubadas;4306320;-27,26419999999;-53,8645;6,8;13,1;9;7,4;5,7;5,6;4,7;0;5,7
Dezesseis de Novembro;4306353;-28,219;-55,0617;12,2;2,5;2,6;3,3;3,4;0,9;3,5;1,8;19,1
Dilermando de Aguiar;4306379;-29,7054;-54,2122;9,3;12,1;14,6;12,5;10;10,5;11,2;1,4;7
Dois Irmãos;4306403;-29,5836;-51,08979999999;11,7;12,1;7,2;2,3;1,5;0,3;0,3;0,3;1,3
Dois Irmãos das Missões;4306429;-27,66209999999;-53,5304;6,7;11,4;2,1;17,2;12,8;38,2;7,6;1,1;17,9
Dois Lajeados;4306452;-28,983;-51,83959999999;6,4;5,5;3,1;1,1;3,9;2,4;1,3;0;1,5
Dom Feliciano;4306502;-30,70039999999;-52,1026;14,1;15,6;17,6;20,7;13,1;11,3;17;1,6;15
Dom Pedrito;4306601;-30,9756;-54,6694;8,5;7,6;10,5;7,8;3,8;0,7;4;1,2;0,4
Dom Pedro de Alcântara;4306551;-29,3639;-49,853;10,1;6,2;1,3;10,6;13,8;2,4;15,3;0,6;22,2
Dona Francisca;4306700;-29,61949999999;-53,36169999999;14,2;18,2;4,8;7,1;6,9;5,7;1,2;0,1;9,1
Doutor Maurício Cardoso;4306734;-27,5103;-54,35779999999;1,5;4,2;3,1;3,8;4,8;3,1;9,3;0;5,1
Doutor Ricardo;4306759;-29,084;-51,9971;6;3,1;2,2;3,6;12,3;0;8,6;1,2;4,1
Eldorado do Sul;4306767;-30,0847;-51,61869999999;4,7;6,9;12,9;18;15,9;10,3;10,4;1,3;6,7
Encantado;4306809;-29,23509999999;-51,8703;17,4;1,5;8,6;10,3;2,2;4,5;1,1;1;4,5
Encruzilhada do Sul;4306908;-30,54299999999;-52,5204;12,8;1,8;11,7;4,5;5;5,4;4;0,9;7,1
Engenho Velho;4306924;-27,706;-52,91449999999;18,2;19,3;16;11,1;8,7;14,3;14,3;3,2;20,4
Entre Rios do Sul;4306957;-27,5298;-52,73469999999;8,2;2,8;5,6;4,8;16,4;7,4;7,7;1;4,2
Entre-ijuís;4306932;-28,3686;-54,26859999999;13,6;17,5;12,1;10,4;7,9;7,9;15;2,4;6,3
Erebango;4306973;-27,85439999999;-52,3005;9,6;24,1;8,3;10,5;11,6;15,1;9,1;3;7,3
Erechim;4307005;-27,63639999999;-52,2697;7,2;7,7;8,1;6;2,4;2,8;3,6;0,8;4,3
Ernestina;4307054;-28,49769999999;-52,58359999999;1,8;2,3;0,9;6;0,9;2,8;8,5;0,3;0
Erval Grande;4307203;-27,3926;-52,57399999999;14,8;1,6;4,4;8,5;4,9;9,3;3;1,3;12,6
Erval Seco;4307302;-27,5443;-53,5005;6,3;5,9;2,1;15,8;8;6,8;6,8;1,7;12
Esmeralda;4307401;-28,0518;-51,1933;11,8;6,3;7,5;3,4;1,7;2,8;4,8;0,8;13,4
Esperança do Sul;4307450;-27,36029999999;-53,9891;12;1,7;8;2,7;8,8;5,7;5,6;0;6,6
Espumoso;4307500;-28,7286;-52,8461;17;1,2;11,7;9;7,3;5,6;4,7;0,4;6,8
Estação;4307559;-27,91349999999;-52,2635;7,5;11,8;7,5;4,2;7,5;8,2;0;0,4;7,9
Estância Velha;4307609;-29,6535;-51,1843;13,8;16,4;13,2;12,1;7,8;6,3;4,2;0,3;5,5
Esteio;4307708;-29,852;-51,1841;11,3;12;16,3;11,1;5,7;7;6,5;1;7,1
Estrela;4307807;-29,5016;-51,9605;12,5;1,9;10,9;8,1;7,9;6,7;5,5;0,6;5
Estrela Velha;4307815;-29,17129999999;-53,16389999999;4,5;2,4;5,1;2,9;6,2;1,8;6,3;0,7;2,9
Eugênio de Castro;4307831;-28,5315;-54,15059999999;9,7;8,7;5,6;9,4;5;6,3;8;0,9;4,2
Fagundes Varela;4307864;-28,8794;-51,7014;3,4;-;2,4;-;0;2,8;4,4;0;0
Farroupilha;4307906;-29,2227;-51,3419;5,6;7,8;8,7;10,2;2,4;4,6;2,5;0,4;6,5
Faxinal do Soturno;4308003;-29,5788;-53,44839999999;1,9;3,4;3,8;1,1;1,6;1,2;1,5;0,5;5,6
Faxinalzinho;4308052;-27,4238;-52,67889999999;9,5;3,2;10,2;2,2;5,6;0;0;0;0
Fazenda Vilanova;4308078;-29,5885;-51,8217;22,6;25,5;5;9,8;13,5;12,2;16,2;0,3;8,4
Feliz;4308102;-29,4527;-51,30319999999;7,9;1,4;5,5;4,1;2,7;4,1;3,7;0,2;5,9
Flores da Cunha;4308201;-29,02619999999;-51,1875;11,2;9,4;6,8;4,4;4,7;5,8;6,2;0,4;6
Floriano Peixoto;4308250;-27,8614;-52,08379999999;3,2;2,7;-;2,8;5,5;12,2;9,6;1;4,2
Fontoura Xavier;4308300;-28,9816;-52,34449999999;9,5;16,1;10,4;6,6;5,8;6,8;8,3;0,1;14,4
Formigueiro;4308409;-30,00349999999;-53,49589999999;0;-;28,3;8,9;16,5;2,2;19,4;0,4;0,3
Forquetinha;4308433;-29,3792;-52,0917;28;5,9;8,7;12,5;4,2;3,3;3,3;0;6,5
Fortaleza dos Valos;4308458;-28,7986;-53,22489999999;4,6;4,7;3;5,9;3,5;0;0;0,2;0
Frederico Westphalen;4308508;-27,35859999999;-53,3958;6,1;6,5;5,5;4,2;3,4;1,6;1,4;0,4;1,5
Garibaldi;4308607;-29,259;-51,5352;7,5;0,5;8,8;2,8;3,5;10,2;3,9;0,3;7,8
Garruchos;4308656;-28,1944;-55,6383;10,2;7,7;3,4;8,1;9,2;2,3;6,5;1,7;14,8
Gaurama;4308706;-27,58559999999;-52,0915;6,4;6,7;7;7;16,1;9,3;7,7;0,7;17,1
General Câmara;4308805;-29,90319999999;-51,7612;19,4;17,1;22,7;17,5;17,3;15,4;22,6;1,1;21,9
Gentil;4308854;-28,4316;-52,0337;0;9,2;12,9;6,9;10,9;3,7;0;0,5;0
Getúlio Vargas;4308904;-27,8911;-52,22939999999;4,5;6,4;9,8;5,9;0,2;2,7;1;0,3;2,8
Giruá;4309001;-28,02969999999;-54,3517;17,8;1,5;8,6;12,5;7,1;7;10,2;0,8;15,8
Glorinha;4309050;-29,87979999999;-50,7734;11,8;12;10,4;15,1;11,3;9,9;6,3;0,4;18,2
Gramado;4309100;-29,3733;-50,87619999999;11,2;11,3;4,6;10,9;2,5;10,3;7,1;0,5;3,7
Gramado dos Loureiros;4309126;-27,4429;-52,9149;7,5;7,8;2,3;13,2;2,7;9,8;8,1;1,7;18,9
Gramado Xavier;4309159;-29,2706;-52,5795;6;6,2;11,6;6,8;7,5;8,6;10,7;1,8;13,1
Gravataí;4309209;-29,94129999999;-50,98689999999;11,9;1,9;10,2;10,4;10,2;8,3;7,8;1,2;9
Guabiju;4309258;-28,5421;-51,6948;3,2;1,8;1,8;1,7;0;0;3,6;0,9;8,1
Guaíba;4309308;-30,10859999999;-51,3233;10,8;12,1;13,1;10,3;9,1;6,4;5,6;0,7;3,7
Guaporé;4309407;-28,8399;-51,88949999999;2,9;3,7;2;4,9;2,7;2,2;7,7;0,3;4,3
Guarani das Missões;4309506;-28,1491;-54,56289999999;7,5;4,9;4,6;4,7;4,2;3,7;3,2;0,1;5,8
Harmonia;4309555;-29,5456;-51,4185;10,3;9,8;9,6;5,9;3,6;4,4;3,3;0,3;1,9
Herval;4307104;-32,024;-53,39439999999;27,2;3;27,6;10;22,1;7,2;7,6;2,1;4,6
Herveiras;4309571;-29,4552;-52,65529999999;18,3;18;15;10,7;13,6;16;20,4;1,5;9
Horizontina;4309605;-27,6282;-54,3053;6,6;4;6,3;2,3;5,8;4;2,3;0,3;3,1
Hulha Negra;4309654;-31,4067;-53,8667;20,4;21,1;23,1;26,5;20,7;15,7;15,3;0,1;18,6
Humaitá;4309704;-27,56909999999;-53,96949999999;14,3;11,6;5,2;3,7;1,8;8,1;3,4;0,2;6,5
Ibarama;4309753;-29,4203;-53,1295;11,5;4,7;6,7;15,2;14,4;4,2;10,6;1,7;5,3
Ibiaçá;4309803;-28,0566;-51,8599;4,5;4,9;9,5;5;17;17,7;8,9;0,4;5,6
Ibiraiaras;4309902;-28,37409999999;-51,6377;3;4,3;5,4;0,5;0;1,6;1,8;0,9;7,7
Ibirapuitã;4309951;-28,6247;-52,51579999999;5,7;5,3;4,9;1,7;3,3;0;0;0,2;0,8
Ibirubá;4310009;-28,63019999999;-53,0961;13,7;7,9;5,1;7,8;3,9;4;3,8;0,4;3
Igrejinha;4310108;-29,56929999999;-50,79189999999;16,2;16,9;16;14,1;13,2;14,4;12,7;0,5;14,5
Ijuí;4310207;-28,3881;-53,92;13,3;11;12,3;7,2;6,3;5,4;5,1;0,6;6,4
Ilópolis;4310306;-28,9282;-52,12579999999;8,9;1,1;16;7,8;9;4,3;0;0;3,5
Imbé;4310330;-29,9753;-50,1281;11,4;7,4;11,4;18,1;4,5;11,7;5,9;0,7;1,7
Imigrante;4310363;-29,3508;-51,7747;6,3;3,1;7,1;3,9;1,4;9,7;7,7;0,6;6,8
Independência;4310405;-27,8354;-54,1886;6,1;1,4;6,8;5,2;3,4;6,2;2,2;1,2;1,3
Inhacorá;4310413;-27,8752;-54,015;24,4;11,3;11,5;5,5;3,6;9,4;5,1;4;19,5
Ipê;4310439;-28,8171;-51,28589999999;10,7;6,7;4,2;5,6;9,6;6,3;3,3;0,7;3,8
Ipiranga do Sul;4310462;-27,9404;-52,4271;2,7;2,8;1,9;3,3;0;1,5;1,9;0,6;0
Iraí;4310504;-27,1951;-53,2543;5,3;14,2;12,7;13,8;12,6;11,2;5,6;1,2;8,8
Itaara;4310538;-29,60129999999;-53,7725;7,4;11;18,2;5;18,2;15,3;5,5;1,1;10,1
Itacurubi;4310553;-28,7913;-55,2447;5,7;5,1;11,4;20,2;5,2;0,9;1,7;0,2;12,2
Itapuca;4310579;-28,7768;-52,1693;16,7;17,5;11,8;6;4,1;12;9,9;2,4;2,8
Itaqui;4310603;-29,131;-56,55149999999;6,1;5,4;3,8;4,2;6,1;4,5;3,3;0,6;0,9
Itati;4310652;-29,48832;-50,11357999999;3,9;1;-;5;8,2;0;1,4;4,1;12,2
Itatiba do Sul;4310702;-27,38459999999;-52,4538;7;6,1;9,6;-;1,6;6,5;0;0;1
Ivorá;4310751;-29,52319999999;-53,5842;4;2,6;1,1;6,5;5,3;2,7;0;1;5,7
Ivoti;4310801;-29,59949999999;-51,1533;6,6;8,9;4,5;2,8;1,8;2,4;2,4;0,7;5,1
Jaboticaba;4310850;-27,63469999999;-53,2762;12;5,2;5,2;4;10;6,2;11,7;0,4;6
Jacuizinho;4310876;-29,02199999999;-53,05369999999;12,3;21,1;11,3;18,7;0;1,9;0;2,1;3,4
Jacutinga;4310900;-27,72909999999;-52,53719999999;4,7;5,5;5,5;3,3;6,3;3,9;3,7;0,2;3,9
Jaguarão;4311007;-32,5604;-53,377;10,8;11,8;10,1;9,5;7,2;6,4;3,8;0,6;12,3
Jaguari;4311106;-29,4936;-54,703;3,9;2,9;0,6;3,9;4;3,2;4,4;0,4;9,1
Jaquirana;4311122;-28,8811;-50,3637;9,1;13,1;15,5;10;10,9;11,2;12,1;3,2;17,2
Jari;4311130;-29,2922;-54,2237;8,9;12,8;2;-;1,6;9,8;0;0;0
Jóia;4311155;-28,6435;-54,1141;9,5;13,3;10,1;4,6;9,1;5,6;8,1;1,2;9,5
Júlio de Castilhos;4311205;-29,2298;-53,67719999999;9,4;8,4;9,4;5,3;3,8;4,5;5,8;1,4;5,3
Lagoa Bonita do Sul;4311239;-29,48819999999;-53,0138;4;12;9,1;3,1;6,3;5,9;6;0,9;6,4
Lagoa dos Três Cantos;4311270;-28,56759999999;-52,8618;0;2,4;3;3,2;8,3;2;7,5;0;3
Lagoa Vermelha;4311304;-28,20929999999;-51,52479999999;5,9;6,1;10,9;6,2;3,8;3,2;4,2;0,7;3,1
Lagoão;4311254;-29,2348;-52,7997;13,9;7,8;9,7;12,9;12,4;1,4;1,9;1,2;8,3
Lajeado;4311403;-29,45909999999;-51,96439999999;14,4;13;8,6;11,5;4,1;7,3;5,3;0,8;6,1
Lajeado do Bugre;4311429;-27,69129999999;-53,1818;22,6;11,4;5,8;13,6;9,8;7,1;5,9;0,4;25
